crop,season,state,area,yield_per_hectare,price_per_quintal,cost_per_hectare,profit
Onion,Winter,Manipur,0.72,2.1595,5132.33,51731.74,42551.5
Onion,Winter,Manipur,3.55,2.0053,5437.91,52069.07,202266.47
Onion,Winter,Manipur,4.86,1.9087,5312.16,48481.08,257148.53
Onion,Winter,Manipur,2.97,2.1813,4848.3,48000.16,171538.52
Onion,Winter,Manipur,1.66,1.8056,5199.93,49103.82,74344.49
Onion,Winter,Manipur,2.24,1.8359,5047.88,51803.02,91551.31
Onion,Winter,Manipur,2.51,1.9846,5394.38,48875.2,146032.83
Onion,Winter,Manipur,1.14,2.0154,4319.58,48035.78,44485.62
Onion,Winter,Manipur,2.26,1.8923,5008.66,48376.12,104873.56
Onion,Winter,Manipur,3.99,1.8082,5429.41,48277.95,199090.24
Onion,Winter,Manipur,4.82,2.2293,4359.63,47523.22,239383.02
Onion,Winter,Manipur,4.43,2.2105,4676.85,49084.73,240540.39
Onion,Rabi,Meghalaya,3.44,7.8259,3822.55,51368.4,852369.92
Onion,Rabi,Meghalaya,2.88,8.1992,4687.65,51849.06,957597.22
Onion,Rabi,Meghalaya,2.52,9.2624,4739.97,49145.68,982521.54
Onion,Rabi,Meghalaya,4.49,7.7626,4605.67,50621.45,1377967.25
Onion,Rabi,Meghalaya,0.83,7.6902,4594.55,47854.07,253546.08
Onion,Rabi,Meghalaya,2.3,9.0524,4329.5,52371.21,780966.03
Onion,Rabi,Meghalaya,2.48,8.8405,3802.57,50325.87,708887.17
Onion,Rabi,Meghalaya,2.52,8.3466,4056.43,49193.4,729238.77
Onion,Rabi,Meghalaya,3.91,9.0963,4295.8,50217.72,1331510.16
Onion,Rabi,Meghalaya,1.57,8.4564,4609.22,48534.21,535743.26
Onion,Rabi,Meghalaya,3.31,9.0313,4105.86,49766.5,1062662.76
Onion,Rabi,Meghalaya,3.77,8.1336,3838.37,52416.21,979380.86
Onion,Rabi,Meghalaya,4.14,7.8969,3904.08,49149.08,1072885.19
Onion,Rabi,Meghalaya,3.43,8.8414,4513.22,50049.37,1197002.96
Onion,Rabi,Meghalaya,4.15,7.5888,4186.82,50322.21,1109740.62
Onion,Rabi,Meghalaya,4.79,8.4994,4549.95,50734.03,1609354.99
Onion,Rabi,Meghalaya,4.69,8.0042,4177.91,52386.21,1322693.22
Onion,Rabi,Meghalaya,4.39,8.2693,4070.48,49575.39,1260037.12
Onion,Rabi,Meghalaya,1.17,8.1502,4718.11,51876.65,389212.21
Onion,Rabi,Meghalaya,1.35,7.3888,4299.86,51321.1,359619.8
Onion,Rabi,Meghalaya,3.11,7.4443,4379.15,48555.19,862848.92
Onion,Rabi,Meghalaya,0.83,8.5969,4035.66,50330.93,246188.21
Onion,Rabi,Meghalaya,3.25,7.8874,4301.27,48722.54,944240.53
Onion,Rabi,Meghalaya,1.12,8.575,4607.16,48432.56,388226.73
Onion,Rabi,Meghalaya,1.3,8.8278,4631.61,50797.0,465490.97
Onion,Rabi,Meghalaya,2.33,9.3017,4008.18,51486.2,748725.49
Onion,Rabi,Meghalaya,1.86,8.8602,4605.62,48985.4,667891.38
Onion,Rabi,Meghalaya,2.42,7.5631,3930.62,51113.81,595714.83
Onion,Rabi,Meghalaya,1.7,9.334,4577.56,47883.1,644958.53
Onion,Rabi,Meghalaya,2.63,8.9203,4559.2,51299.99,934685.24
Onion,Rabi,Meghalaya,2.07,8.5319,4203.94,52369.7,634056.36
Onion,Rabi,Meghalaya,1.97,7.88,4682.73,52445.37,623615.11
Onion,Rabi,Meghalaya,3.52,8.5688,4213.79,48862.66,1098976.72
Onion,Rabi,Meghalaya,1.73,7.5691,3856.75,49238.36,419842.65
Onion,Rabi,Meghalaya,3.93,7.5462,4361.18,51761.18,1089947.31
Onion,Rabi,Meghalaya,3.21,8.6825,4721.21,48375.87,1160554.91
Onion,Rabi,Meghalaya,2.63,7.3974,4402.52,47574.55,731393.71
Onion,Rabi,Meghalaya,1.08,8.2008,3997.66,49937.2,300132.92
Onion,Rabi,Meghalaya,1.12,8.5343,4427.92,48972.32,368388.78
Onion,Rabi,Meghalaya,0.56,8.125,3820.12,48269.87,146783.56
Onion,Rabi,Meghalaya,2.2,8.4364,4381.8,48655.88,706219.4
Onion,Rabi,Meghalaya,2.05,9.0642,4367.36,51266.07,706434.19
Onion,Rabi,Meghalaya,2.99,8.0716,4110.53,51897.09,836868.79
Onion,Rabi,Meghalaya,0.68,8.6709,4748.88,50905.69,245387.78
Onion,Rabi,Meghalaya,0.67,8.3113,4358.69,48028.89,210537.88
Onion,Rabi,Meghalaya,1.75,8.4419,4649.24,49567.08,600102.64
Onion,Rabi,Meghalaya,0.83,8.7479,4469.48,50570.22,282545.05
Onion,Rabi,Meghalaya,2.8,8.5285,4183.46,48666.98,862738.99
Onion,Rabi,Meghalaya,4.74,7.9638,4341.61,49748.4,1403082.49
Onion,Rabi,Meghalaya,4.13,7.9271,3905.79,50897.54,1068497.26
Onion,Rabi,Meghalaya,1.92,7.602,4549.44,51313.43,565503.84
Onion,Rabi,Meghalaya,0.81,9.1391,3753.75,50406.7,237046.65
Onion,Rabi,Meghalaya,2.08,8.5758,3978.2,50045.01,605525.27
Onion,Rabi,Meghalaya,4.96,8.6121,4744.02,49714.35,1779878.08
Onion,Rabi,Meghalaya,2.71,7.5441,4437.19,49141.76,773993.05
Onion,Rabi,Meghalaya,0.84,7.7329,3815.74,49926.27,205917.48
Onion,Rabi,Meghalaya,4.03,8.0124,4236.22,47911.76,1174793.8
Onion,Rabi,Meghalaya,2.98,8.5719,4017.66,52385.94,870171.21
Onion,Rabi,Meghalaya,1.0,8.2879,3957.32,52343.07,275636.8
Onion,Rabi,Meghalaya,3.97,8.0089,4657.31,52460.19,1272539.15
Onion,Rabi,Meghalaya,0.96,9.0537,3794.94,52136.32,279789.58
Onion,Rabi,Meghalaya,0.91,7.4072,3856.62,48022.54,216257.05
Onion,Rabi,Meghalaya,1.44,8.6779,4730.61,51392.77,517137.55
Onion,Rabi,Meghalaya,3.99,8.9374,4286.8,50479.04,1327269.57
Onion,Rabi,Meghalaya,1.92,8.4089,4313.37,51617.27,597290.57
Onion,Rabi,Meghalaya,4.92,8.8691,4160.26,47998.82,1579219.83
Onion,Rabi,Meghalaya,4.0,7.4196,4119.83,49316.23,1025443.13
Onion,Rabi,Meghalaya,3.25,9.1907,3862.56,47888.36,998105.24
Onion,Rabi,Meghalaya,4.69,8.0009,4462.35,49453.75,1442519.81
Onion,Rabi,Meghalaya,3.83,8.6854,4354.55,49445.82,1259171.36
Onion,Rabi,Meghalaya,2.7,7.7691,4750.8,49589.28,862660.26
Onion,Rabi,Meghalaya,1.81,8.8704,4521.5,48962.23,637321.01
Onion,Rabi,Meghalaya,0.87,8.1966,3752.56,49551.69,224485.27
Onion,Rabi,Meghalaya,4.95,7.8541,4220.21,51956.15,1383550.67
Onion,Rabi,Meghalaya,2.71,7.5323,4352.2,49414.58,754483.31
Onion,Rabi,Meghalaya,4.75,8.0305,4342.34,50628.34,1415892.05
Onion,Rabi,Meghalaya,4.6,8.352,4020.44,52293.45,1304077.22
Onion,Rabi,Meghalaya,1.28,8.571,4475.13,50898.38,425811.02
Onion,Rabi,Meghalaya,2.08,8.7106,4061.13,48577.72,634755.55
Onion,Rabi,Meghalaya,2.39,7.3574,3932.88,52350.29,566449.06
Onion,Rabi,Meghalaya,2.44,7.6217,4729.87,50436.83,756547.74
Onion,Rabi,Meghalaya,1.4,8.9098,4546.97,48063.04,499886.52
Onion,Rabi,Meghalaya,4.6,8.568,3939.47,52428.17,1311482.01
Onion,Rabi,Meghalaya,4.47,8.0267,4716.83,48027.88,1477677.49
Onion,Rabi,Meghalaya,1.35,8.9289,4251.52,48250.77,447338.34
Onion,Rabi,Meghalaya,3.47,8.0239,4071.03,50809.59,957181.14
Onion,Rabi,Meghalaya,2.6,7.6529,4569.37,51449.74,775427.46
Onion,Rabi,Meghalaya,0.79,8.6544,3938.88,51774.63,228398.85
Onion,Rabi,Meghalaya,1.64,8.4161,4074.71,48557.86,482774.6
Onion,Rabi,Meghalaya,4.15,7.6317,4530.2,49819.15,1228027.15
Onion,Rabi,Meghalaya,3.99,8.6083,4085.06,47751.07,1212569.73
Onion,Rabi,Meghalaya,3.24,9.0036,3896.64,49277.25,977061.59
Onion,Rabi,Meghalaya,1.77,7.4412,4598.81,49483.04,518118.69
Onion,Rabi,Meghalaya,2.17,9.1661,4031.46,51254.64,690657.14
Onion,Rabi,Meghalaya,0.79,8.3965,4470.05,52004.34,255424.11
Onion,Rabi,Meghalaya,1.91,8.3433,4326.68,49947.8,594088.11
Onion,Rabi,Meghalaya,2.55,8.8537,3950.69,49756.68,765069.15
Onion,Rabi,Meghalaya,4.81,8.7077,4006.99,52203.59,1427180.37
Onion,Rabi,Meghalaya,3.49,8.9974,4629.81,49300.59,1281748.34
Onion,Rabi,Meghalaya,3.2,8.4129,3900.32,48652.11,894332.96
Onion,Kharif,Tamil Nadu,1.46,8.7443,7266.36,48005.63,857587.9
Onion,Kharif,Tamil Nadu,1.0,10.2093,6641.47,49333.34,628711.65
Onion,Kharif,Tamil Nadu,1.7,10.6798,6755.49,47745.27,1145339.08
Onion,Kharif,Tamil Nadu,2.68,8.8332,6263.27,48722.26,1352126.51
Onion,Kharif,Tamil Nadu,1.05,9.5823,5753.23,52491.53,523742.61
Onion,Kharif,Tamil Nadu,0.57,9.1064,7023.27,48248.37,337052.54
Onion,Kharif,Tamil Nadu,1.52,9.3918,6477.7,48944.44,850334.95
Onion,Kharif,Tamil Nadu,1.27,10.6893,6937.69,51388.96,876557.74
Onion,Kharif,Tamil Nadu,1.83,8.9162,6127.17,48183.48,911575.79
Onion,Kharif,Tamil Nadu,2.98,10.036,6692.03,50901.07,1849721.11
Onion,Kharif,Tamil Nadu,1.82,9.981,6261.11,49247.24,1047721.53
Onion,Kharif,Tamil Nadu,1.46,9.0411,6330.07,47941.56,765578.47
Onion,Kharif,Tamil Nadu,1.52,10.263,6985.74,48535.42,1015987.09
Onion,Kharif,Tamil Nadu,2.01,8.5868,5953.97,52460.86,922182.07
Onion,Kharif,Tamil Nadu,4.13,8.8454,5769.6,50774.53,1898019.35
Onion,Kharif,Tamil Nadu,2.19,9.944,7282.71,52282.74,1471478.88
Onion,Kharif,Tamil Nadu,1.41,9.1542,7097.04,52447.82,842096.68
Onion,Kharif,Tamil Nadu,1.21,10.2365,6552.52,49663.21,751513.29
Onion,Kharif,Tamil Nadu,2.61,9.3928,7288.78,50520.36,1655010.27
Onion,Kharif,Tamil Nadu,0.75,9.9044,7062.98,49520.1,487519.68
Onion,Kharif,Tamil Nadu,0.57,8.4456,6670.52,47506.02,294041.15
Onion,Kharif,Tamil Nadu,3.27,8.857,6039.78,50766.36,1583267.55
Onion,Kharif,Tamil Nadu,0.74,8.7596,6234.63,50400.88,366838.12
Onion,Kharif,Tamil Nadu,0.85,10.5877,6411.24,48588.65,535682.32
Onion,Kharif,Tamil Nadu,1.66,9.8066,5901.73,50899.36,876249.63
Onion,Kharif,Tamil Nadu,1.8,9.824,6781.36,50155.02,1108878.04
Onion,Kharif,Tamil Nadu,2.24,10.0803,6964.13,47797.63,1465422.21
Onion,Kharif,Tamil Nadu,3.12,10.637,5947.63,51557.04,1813006.78
Onion,Kharif,Tamil Nadu,0.99,9.7812,5934.41,49224.45,525917.23
Onion,Kharif,Tamil Nadu,0.66,9.3069,6592.15,48005.38,373240.9
Onion,Kharif,Tamil Nadu,1.47,8.8952,6156.57,51325.32,729585.0
Onion,Kharif,Tamil Nadu,2.24,8.5895,6410.63,47657.29,1126680.39
Onion,Kharif,Tamil Nadu,1.75,9.4972,6489.16,49442.14,991978.54
Onion,Kharif,Tamil Nadu,1.67,10.504,6180.27,50746.21,999373.41
Onion,Kharif,Tamil Nadu,0.87,8.7739,5955.75,50652.11,410554.33
Onion,Kharif,Tamil Nadu,1.89,9.2401,6120.15,52073.33,970390.42
Onion,Kharif,Tamil Nadu,3.09,9.5416,6900.04,47644.29,1887159.1
Onion,Kharif,Tamil Nadu,0.79,10.0665,6586.32,48576.65,485405.04
Onion,Kharif,Tamil Nadu,2.32,10.1703,6806.3,52459.63,1484244.49
Onion,Kharif,Tamil Nadu,2.05,8.7968,6387.57,48520.37,1052425.57
Onion,Kharif,Tamil Nadu,1.78,9.0838,6456.51,48667.9,957329.37
Onion,Kharif,Tamil Nadu,3.81,9.6544,5755.98,51468.83,1921129.71
Onion,Kharif,Tamil Nadu,1.7,9.952,6688.72,50775.12,1045306.9
Onion,Kharif,Tamil Nadu,2.51,10.3354,6286.59,51292.23,1502113.17
Onion,Kharif,Tamil Nadu,1.95,8.5814,5905.07,47971.38,894595.0
Onion,Kharif,Tamil Nadu,3.12,9.19,5824.62,51266.0,1510126.46
Onion,Kharif,Tamil Nadu,1.82,10.1278,6939.38,48729.14,1190415.23
Onion,Kharif,Tamil Nadu,2.85,9.8848,7187.02,48364.61,1886861.97
Onion,Kharif,Tamil Nadu,2.82,10.0742,7018.76,50575.37,1851363.66
Onion,Kharif,Tamil Nadu,1.18,10.5649,7053.17,48184.83,822430.57
Onion,Kharif,Tamil Nadu,2.7,10.1485,6149.23,51108.15,1546961.87
Onion,Kharif,Tamil Nadu,1.13,8.832,7117.52,51486.3,652159.84
Onion,Kharif,Tamil Nadu,2.56,8.7798,6257.92,48338.07,1282803.44
Onion,Kharif,Tamil Nadu,3.48,8.6968,6605.92,48063.49,1832016.16
Onion,Kharif,Tamil Nadu,0.83,10.0507,6908.77,47792.15,536665.63
Onion,Kharif,Tamil Nadu,3.02,10.4911,5876.33,52035.59,1704652.64
Onion,Kharif,Tamil Nadu,3.06,8.9165,6223.12,49136.0,1547595.37
Onion,Kharif,Tamil Nadu,3.33,9.0103,6014.15,49840.3,1638530.13
Onion,Kharif,Tamil Nadu,1.55,10.5357,6665.78,51240.45,1009118.08
Onion,Kharif,Tamil Nadu,1.29,8.4815,6326.25,48185.34,630005.3
Onion,Kharif,Tamil Nadu,1.28,9.9239,5828.92,51685.04,674266.85
Onion,Kharif,Tamil Nadu,2.18,8.9063,7113.68,49126.95,1274077.32
Onion,Kharif,Tamil Nadu,1.18,9.3804,6715.77,50566.42,683689.07
Onion,Kharif,Tamil Nadu,1.85,10.064,6306.31,50556.53,1080606.38
Onion,Kharif,Tamil Nadu,1.3,9.4905,6332.91,49596.95,716854.08
Onion,Kharif,Tamil Nadu,1.3,10.1664,7191.77,49906.78,885612.19
Onion,Kharif,Tamil Nadu,2.94,8.4998,6995.31,52420.09,1593972.23
Onion,Kharif,Tamil Nadu,2.55,9.0885,6306.41,48371.78,1338207.39
Onion,Rabi,Tamil Nadu,3.01,7.7237,5834.62,47764.12,1212689.75
Onion,Rabi,Tamil Nadu,4.18,6.9108,7035.94,49118.31,1827179.76
Onion,Rabi,Tamil Nadu,2.67,6.9998,6678.34,50462.43,1113419.99
Onion,Rabi,Tamil Nadu,1.84,6.4956,5830.61,48005.76,608540.75
Onion,Rabi,Tamil Nadu,4.07,7.247,7249.73,50063.42,1934574.15
Onion,Rabi,Tamil Nadu,1.16,6.7472,6606.86,50556.07,458459.57
Onion,Rabi,Tamil Nadu,2.19,7.1151,5917.17,48367.68,816097.32
Onion,Rabi,Tamil Nadu,2.18,7.0233,6397.72,50783.11,868832.74
Onion,Rabi,Tamil Nadu,4.63,6.8317,6371.21,48853.61,1789055.19
Onion,Rabi,Tamil Nadu,4.34,7.2967,6639.14,48248.18,1893051.79
Onion,Rabi,Tamil Nadu,2.52,8.1608,6179.94,51920.35,1140083.75
Onion,Rabi,Tamil Nadu,0.88,6.8896,6553.01,49553.89,353689.56
Onion,Rabi,Tamil Nadu,4.45,7.0828,6570.02,48539.44,1854771.47
Onion,Rabi,Tamil Nadu,4.1,7.3198,6721.97,48587.42,1818125.47
Onion,Rabi,Tamil Nadu,2.0,7.4119,7247.25,49503.5,975305.36
Onion,Rabi,Tamil Nadu,2.85,7.0932,6963.94,48393.53,1269891.53
Onion,Rabi,Tamil Nadu,3.13,7.7529,6785.71,51909.94,1484175.57
Onion,Rabi,Tamil Nadu,2.17,8.1877,5861.73,49675.06,933679.36
Onion,Rabi,Tamil Nadu,3.3,7.4586,6787.43,48526.29,1510489.18
Onion,Rabi,Tamil Nadu,3.9,7.4701,7002.74,49942.81,1845352.76
Onion,Rabi,Tamil Nadu,1.01,7.0923,5875.2,49054.23,371307.46
Onion,Rabi,Tamil Nadu,1.25,7.1551,7276.4,48034.63,590747.62
Onion,Rabi,Tamil Nadu,2.72,8.0619,7112.77,47554.83,1430370.96
Onion,Rabi,Tamil Nadu,4.49,6.5601,6168.96,51738.95,1584759.98
Onion,Rabi,Tamil Nadu,4.04,7.4697,7138.0,52338.24,1942625.32
Onion,Rabi,Tamil Nadu,2.24,6.5902,6704.04,50032.31,877584.81
Onion,Rabi,Tamil Nadu,4.42,7.246,6078.07,52197.4,1715926.53
Onion,Rabi,Tamil Nadu,2.43,7.271,6305.06,50097.26,992279.59
Onion,Rabi,Tamil Nadu,3.34,7.2915,6997.94,51587.4,1531951.33
Onion,Rabi,Tamil Nadu,2.9,7.6559,6273.91,51088.61,1244786.6
Onion,Rabi,Tamil Nadu,3.01,6.7919,5832.37,48926.49,1045077.93
Onion,Rabi,Tamil Nadu,1.77,6.5236,6798.58,51278.41,694256.62
Onion,Rabi,Tamil Nadu,1.69,7.4257,6229.33,48579.63,699646.56
Onion,Rabi,Tamil Nadu,4.48,7.2778,5877.42,51747.11,1684488.15
Onion,Rabi,Tamil Nadu,3.27,7.236,6201.61,51033.47,1300532.92
Onion,Rabi,Tamil Nadu,0.52,7.9496,5786.97,48497.31,214002.68
Onion,Rabi,Tamil Nadu,0.77,7.2455,6115.17,51152.83,301778.73
Onion,Rabi,Tamil Nadu,3.31,7.3821,6115.91,52131.07,1321852.41
Onion,Rabi,Tamil Nadu,4.17,8.2301,6249.95,51043.1,1932093.44
Onion,Rabi,Tamil Nadu,0.78,6.7893,5798.77,51139.28,267193.06
Onion,Rabi,Tamil Nadu,1.33,6.6562,6544.91,52104.43,510109.47
Onion,Rabi,Tamil Nadu,2.05,8.1639,7166.24,47530.64,1101899.63
Onion,Rabi,Tamil Nadu,2.59,8.0998,5782.31,50092.04,1083305.03
Onion,Rabi,Tamil Nadu,0.84,7.1701,5916.43,52201.17,312489.7
Onion,Rabi,Tamil Nadu,3.62,7.1399,7102.78,47716.07,1663080.16
Onion,Rabi,Tamil Nadu,0.55,8.227,6823.23,52328.13,279960.57
Onion,Rabi,Tamil Nadu,1.22,7.4923,6027.61,50686.52,489124.05
Onion,Rabi,Tamil Nadu,3.83,8.1889,6027.3,50693.7,1696210.65
Onion,Rabi,Tamil Nadu,4.31,7.2245,6589.68,52385.91,1826097.3
Onion,Rabi,Tamil Nadu,3.12,8.1788,7101.61,50876.77,1653436.99
Onion,Rabi,Tamil Nadu,2.97,6.562,5749.19,48504.26,976408.4
Onion,Rabi,Tamil Nadu,1.34,7.031,6142.76,49300.33,512677.9
Onion,Rabi,Tamil Nadu,2.39,6.5661,5898.56,50869.72,804086.46
Onion,Rabi,Tamil Nadu,2.92,7.6143,6439.42,51638.4,1280941.84
Onion,Rabi,Tamil Nadu,2.42,8.1793,6747.98,51698.12,1210573.17
Onion,Rabi,Tamil Nadu,2.42,6.8046,6753.61,50302.61,990396.51
Onion,Rabi,Tamil Nadu,4.99,6.566,6651.02,50433.77,1927487.8
Onion,Rabi,Tamil Nadu,1.74,7.9443,5794.57,48878.65,715940.41
Onion,Rabi,Tamil Nadu,4.08,6.8352,6195.17,52369.68,1514007.72
Onion,Rabi,Tamil Nadu,2.13,7.571,6685.72,50302.37,971011.06
Onion,Rabi,Tamil Nadu,1.31,8.1739,6596.22,50626.99,639990.04
Onion,Rabi,Tamil Nadu,1.73,7.348,6009.46,51009.31,675674.17
Onion,Rabi,Tamil Nadu,1.52,7.0982,5750.11,52344.3,540835.72
Onion,Rabi,Tamil Nadu,3.63,6.8321,6372.35,49280.45,1401479.76
Onion,Rabi,Tamil Nadu,1.26,8.0964,5910.21,52488.25,536790.19
Onion,Rabi,Tamil Nadu,1.24,7.0749,5829.1,49808.3,449615.07
Onion,Rabi,Tamil Nadu,1.42,6.8467,6215.86,51371.3,531382.39
Onion,Rabi,Tamil Nadu,3.71,7.1766,6738.32,52045.2,1601011.63
Onion,Rabi,Tamil Nadu,4.86,6.8859,6015.69,50128.16,1769569.37
Onion,Rabi,Tamil Nadu,0.91,7.5211,6427.37,50110.37,394301.38
Onion,Rabi,Tamil Nadu,1.99,8.1885,6593.41,48530.09,977831.55
Onion,Rabi,Tamil Nadu,3.45,6.6087,5811.67,50259.14,1151671.69
Onion,Rabi,Tamil Nadu,0.97,6.7948,5778.69,50324.25,332055.35
Onion,Rabi,Tamil Nadu,3.67,7.6742,6060.86,48412.38,1529321.13
Onion,Rabi,Tamil Nadu,3.26,7.6486,6389.01,52475.26,1421988.22
Onion,Rabi,Tamil Nadu,4.72,8.0586,5750.4,47832.45,1961498.51
Onion,Rabi,Tamil Nadu,4.79,7.1675,6185.16,47958.19,1893778.56
Onion,Rabi,Tamil Nadu,1.01,8.1629,6882.1,50553.74,516337.93
Onion,Rabi,Tamil Nadu,3.72,6.9564,6937.29,47726.15,1617677.98
Onion,Rabi,Tamil Nadu,0.51,6.9186,6292.97,47811.59,197662.94
Onion,Rabi,Tamil Nadu,1.31,8.1108,5938.71,48201.34,567850.43
Onion,Rabi,Tamil Nadu,2.92,7.4533,6672.77,47995.28,1312088.49
Onion,Rabi,Tamil Nadu,1.93,7.1916,5824.0,48442.99,714864.59
Onion,Rabi,Tamil Nadu,3.03,7.4332,6828.95,49671.18,1387544.58
Onion,Rabi,Tamil Nadu,2.24,6.8795,7062.17,51171.09,973661.34
Onion,Rabi,Tamil Nadu,3.91,7.0175,6400.35,49852.71,1561220.84
Onion,Rabi,Tamil Nadu,0.92,6.6887,5815.64,48435.73,313311.3
Onion,Rabi,Tamil Nadu,2.77,6.9083,7073.83,52175.81,1209121.13
Onion,Rabi,Tamil Nadu,0.83,7.4802,6634.72,51749.88,368967.83
Onion,Whole Year,Tamil Nadu,0.52,9.1173,6541.2,51624.69,283272.52
Onion,Whole Year,Tamil Nadu,2.77,9.274,7179.3,51701.68,1701071.73
Onion,Whole Year,Tamil Nadu,1.17,9.3756,7083.54,48351.17,720454.79
Onion,Whole Year,Tamil Nadu,1.35,7.9873,7195.02,49812.67,708578.86
Onion,Whole Year,Tamil Nadu,1.91,9.7308,6785.51,49301.89,1166974.5
Onion,Whole Year,Tamil Nadu,2.42,9.6105,7281.83,51986.02,1567754.72
Onion,Whole Year,Tamil Nadu,2.47,8.8071,6110.36,51080.46,1203047.86
Onion,Whole Year,Tamil Nadu,0.99,8.0184,6167.37,49661.74,440414.94
Onion,Whole Year,Tamil Nadu,1.57,10.0233,6830.24,52311.39,992720.12
Onion,Whole Year,Tamil Nadu,1.56,8.2379,5900.85,51010.18,678751.12
Onion,Whole Year,Tamil Nadu,3.11,9.4915,6501.36,49706.8,1764526.74
Onion,Whole Year,Tamil Nadu,2.02,8.3744,6203.41,48828.73,950747.53
Onion,Whole Year,Tamil Nadu,0.93,7.9967,6287.03,48432.07,422518.9
Onion,Whole Year,Tamil Nadu,3.12,7.964,7245.45,51193.26,1640605.73
Onion,Whole Year,Tamil Nadu,1.28,9.4556,6685.62,49085.37,746341.47
Onion,Whole Year,Tamil Nadu,2.93,8.8275,6825.99,51770.08,1613835.49
Onion,Whole Year,Tamil Nadu,3.97,9.259,5844.99,48676.63,1955256.63
Onion,Whole Year,Tamil Nadu,1.81,9.0676,6110.88,48071.24,915931.25
Onion,Whole Year,Tamil Nadu,2.97,8.617,5745.78,48599.67,1326151.1
Onion,Whole Year,Tamil Nadu,2.83,9.0761,6078.05,51676.81,1414917.14
Onion,Whole Year,Tamil Nadu,3.27,9.086,6736.49,52136.33,1831008.81
Onion,Whole Year,Tamil Nadu,1.34,8.9976,6740.5,48016.5,748345.12
Onion,Whole Year,Tamil Nadu,1.39,9.8344,6495.01,50331.95,817890.6
Onion,Whole Year,Tamil Nadu,3.57,9.1516,6274.76,49736.9,1872481.8
Onion,Whole Year,Tamil Nadu,3.47,8.9829,5822.91,48979.96,1645087.1
Onion,Whole Year,Tamil Nadu,1.97,8.3122,7248.93,49056.23,1090376.52
Onion,Whole Year,Tamil Nadu,2.79,8.8175,7095.59,51219.33,1602663.1
Onion,Whole Year,Tamil Nadu,4.25,8.5837,5813.16,50897.04,1904371.72
Onion,Whole Year,Tamil Nadu,3.04,9.0837,6427.12,48487.92,1627403.18
Onion,Whole Year,Tamil Nadu,2.44,9.8637,6529.59,48804.18,1452424.51
Onion,Whole Year,Tamil Nadu,0.66,9.8021,7306.05,48986.72,440323.42
Onion,Whole Year,Tamil Nadu,1.66,8.6868,6341.2,49361.69,832467.61
Onion,Whole Year,Tamil Nadu,1.93,8.2724,6716.67,51729.91,972529.39
Onion,Whole Year,Tamil Nadu,0.58,8.9065,6713.65,50335.82,317617.59
Onion,Whole Year,Tamil Nadu,0.88,9.501,5995.44,49656.83,457572.67
Onion,Whole Year,Tamil Nadu,2.51,9.2292,6227.11,48425.83,1320983.29
Onion,Whole Year,Tamil Nadu,3.32,8.0555,6015.94,49151.79,1445741.62
Onion,Whole Year,Tamil Nadu,1.54,8.0364,7136.26,48383.07,808675.12
Onion,Whole Year,Tamil Nadu,2.97,8.0167,6497.26,47536.26,1405794.03
Onion,Whole Year,Tamil Nadu,1.7,9.3192,6283.92,51914.06,907289.66
Onion,Whole Year,Tamil Nadu,1.33,8.1802,7060.08,48574.96,703508.6
Onion,Whole Year,Tamil Nadu,0.67,9.8985,5964.27,49797.19,362186.27
Onion,Whole Year,Tamil Nadu,0.85,9.8158,7247.06,51273.41,561070.51
Onion,Whole Year,Tamil Nadu,1.68,8.1507,6258.42,52175.38,769323.53
Onion,Whole Year,Tamil Nadu,1.81,8.7627,6559.22,52299.64,945668.11
Onion,Whole Year,Tamil Nadu,2.01,9.7649,6963.25,49678.03,1266852.51
Onion,Whole Year,Tamil Nadu,2.2,9.889,6915.0,51274.66,1391609.86
Onion,Whole Year,Tamil Nadu,1.52,8.7546,7135.19,50381.15,872904.72
Onion,Whole Year,Tamil Nadu,0.59,10.0567,5919.45,48901.97,322376.06
Onion,Whole Year,Tamil Nadu,3.46,9.062,6654.0,51717.2,1907378.3
Onion,Whole Year,Tamil Nadu,1.56,8.2534,6436.8,50479.71,750008.8
Onion,Whole Year,Tamil Nadu,1.63,8.9353,6266.64,47633.85,835066.05
Onion,Whole Year,Tamil Nadu,0.91,8.844,6818.17,51823.95,501570.53
Onion,Whole Year,Tamil Nadu,3.63,9.2494,5756.38,47968.62,1758602.21
Onion,Whole Year,Tamil Nadu,1.57,9.7663,6429.17,48337.11,909905.52
Onion,Whole Year,Tamil Nadu,1.69,9.4557,6441.44,49379.42,945902.84
Onion,Whole Year,Tamil Nadu,1.52,8.2723,6771.94,47779.9,778872.49
Onion,Whole Year,Tamil Nadu,1.04,9.1091,7200.47,51481.73,628597.06
Onion,Whole Year,Tamil Nadu,2.0,8.9865,6672.07,52228.69,1094713.04
Onion,Whole Year,Tamil Nadu,3.86,8.0178,6888.06,50248.35,1937807.34
Onion,Whole Year,Tamil Nadu,2.6,8.4734,7197.12,48849.17,1458579.64
Onion,Whole Year,Tamil Nadu,2.35,8.1967,6124.92,51787.07,1058092.71
Onion,Whole Year,Tamil Nadu,3.01,9.7124,7092.98,48910.21,1926374.67
Onion,Whole Year,Tamil Nadu,2.96,9.8941,5874.05,49521.31,1573719.15
Onion,Whole Year,Tamil Nadu,2.27,8.9125,6217.94,48758.8,1147287.21
